ID_Empleado;Nombre;Apellido;Fecha_Nacimiento,Genero;Area;Salario;Fecha_Comienzo;Fecha_Finalizacion;Fecha_Promocion;Tipo;Edad;Email
00-8586665;Glenna;Owbrick;1993-01-01;hombre;Accounting;150508;2011-07-07;NULL;NULL;Remoto;31;Glenna_Ow_Acc@consulting.com
00-8679134;Lindy;Colliver;1992-04-20;mujer;Business Development;116568;2003-01-28;NULL;NULL;Hibrido;31;Lindy_Co_Bus@consulting.com
00-8679430;Lorianna;Mitten;1971-10-09;mujer;Accounting;168875;2001-02-10;2018-11-16;NULL;Hibrido;52;Lorianna_Mi_Acc@consulting.com
00-8679766;Modesty;O'Spellissey;1982-06-29;mujer;Services;129938;2009-10-15;NULL;NULL;Remoto;41;Modesty_O'_Ser@consulting.com
00-8704487;Lorain;Kibbe;1983-06-19;mujer;Accounting;112499;2015-07-27;NULL;NULL;Remoto;40;Lorain_Ki_Acc@consulting.com
00-8712138;Gabie;Lawleff;1968-08-30;mujer;Training;132408;2004-05-10;NULL;NULL;Remoto;55;Gabie_La_Tra@consulting.com
00-8719634;Melanie;Rylands;1972-03-12;hombre;Accounting;123177;2016-11-17;2031-07-20;NULL;Hibrido;51;Melanie_Ry_Acc@consulting.com
00-8734191;Timothea;Summergill;1983-12-11;mujer;Training;93956;2004-08-27;NULL;NULL;Remoto;40;Timothea_Su_Tra@consulting.com
00-8772885;Thorn;Kidston;1967-10-15;hombre;Engineering;95230;2017-11-22;2022-03-26;NULL;Hibrido;56;Thorn_Ki_Eng@consulting.com
00-8823459;Irvine;Shillinglaw;1997-11-15;hombre;Engineering;172924;2001-09-30;NULL;NULL;Remoto;26;Irvine_Sh_Eng@consulting.com
00-8842682;Lissi;Copcote;1993-01-21;mujer;Engineering;176373;2016-08-05;NULL;NULL;Hibrido;31;Lissi_Co_Eng@consulting.com
00-8912428;Brana;Gwin;1979-05-20;hombre;Accounting;96168;2019-07-15;NULL;NULL;Hibrido;44;Brana_Gw_Acc@consulting.com
00-8960230;Mohandis;Piecha;1995-10-04;mujer;Engineering;170790;2007-05-04;NULL;NULL;Hibrido;28;Mohandis_Pi_Eng@consulting.com
00-9028931;Caressa;Van Leeuwen;1976-07-14;mujer;Engineering;138682;2018-12-02;NULL;NULL;Hibrido;47;Caressa_Va_Eng@consulting.com
00-9061522;Garrard;Oakenfull;1996-06-13;hombre;Sales;141948;2020-10-01;NULL;NULL;Remoto;27;Garrard_Oa_Sal@consulting.com
00-9089278;Chrissy;Zamudio;1987-03-09;hombre;Services;73289;2006-02-22;NULL;NULL;Hibrido;36;Chrissy_Za_Ser@consulting.com
00-9125378;Rosie;Denyakin;1979-12-31;mujer;Engineering;154987;2020-06-30;NULL;NULL;Remoto;44;Rosie_De_Eng@consulting.com
00-9129949;Margery;Darbyshire;1989-06-07;hombre;Training;103376;2015-04-20;NULL;NULL;Hibrido;34;Margery_Da_Tra@consulting.com
00-9148951;Sybilla;Oleszkiewicz;1970-10-17;mujer;Accounting;76378;2012-09-03;NULL;NULL;Hibrido;53;Sybilla_Ol_Acc@consulting.com
00-9220924;Chrysler;Brekonridge;1979-12-17;hombre;Engineering;99239;2004-09-29;NULL;NULL;Remoto;44;Chrysler_Br_Eng@consulting.com
00-9244844;Roselin;Warke;1991-03-04;mujer;Services;105489;2009-03-31;NULL;NULL;Remoto;32;Roselin_Wa_Ser@consulting.com
00-9248315;Lettie;Shute;1981-05-02;mujer;Engineering;157248;2012-05-18;NULL;NULL;Hibrido;42;Lettie_Sh_Eng@consulting.com
00-9256735;Alphonse;Horsewood;1997-03-06;mujer;Engineering;123684;2001-09-16;NULL;NULL;Remoto;26;Alphonse_Ho_Eng@consulting.com
00-9261338;Sharline;Andrzej;1974-01-17;hombre;Accounting;158433;2009-05-19;NULL;NULL;Remoto;50;Sharline_An_Acc@consulting.com
00-9351773;Liesa;Melling;1997-05-16;mujer;Auditing;166453;2008-10-30;NULL;NULL;Hibrido;26;Liesa_Me_Aud@consulting.com
00-9358294;Dale;Whitland;2000-12-04;hombre;Accounting;142805;2005-08-03;NULL;NULL;Hibrido;23;Dale_Wh_Acc@consulting.com
00-9378033;Mechelle;Waggatt;1977-03-08;mujer;Human Resources;157155;2016-03-14;NULL;NULL;Hibrido;46;Mechelle_Wa_Hum@consulting.com
00-9436631;Curr;De Biasi;2000-01-25;mujer;Business Development;101604;2008-09-06;NULL;NULL;Remoto;24;Curr_De_Bus@consulting.com
00-9445290;Audra;Burdus;1978-07-23;hombre;Services;101710;2010-01-21;NULL;NULL;Remoto;45;Audra_Bu_Ser@consulting.com
00-9477913;Merlina;Laing;1986-04-02;mujer;Engineering;152098;2009-01-27;NULL;NULL;Hibrido;37;Merlina_La_Eng@consulting.com
00-9519379;Lorianna;Hayley;1993-05-30;hombre;Engineering;146324;2012-10-01;NULL;NULL;Remoto;30;Lorianna_Ha_Eng@consulting.com
00-9624016;Carina;Finan;1997-03-18;mujer;Engineering;183905;2015-10-07;NULL;NULL;Remoto;26;Carina_Fi_Eng@consulting.com
00-9627775;Nana;Grimme;1973-02-23;hombre;Product Management;151834;2018-09-02;NULL;NULL;Remoto;51;Nana_Gr_Pro@consulting.com
00-9700945;Zora;Peller;1980-09-25;hombre;Accounting;118772;2012-08-02;NULL;NULL;Remoto;43;Zora_Pe_Acc@consulting.com
00-9731481;Kelbee;Noni;1992-03-18;mujer;Engineering;102047;2020-06-03;2036-12-06;NULL;Hibrido;31;Kelbee_No_Eng@consulting.com
00-9763187;Amandy;Lafferty;1984-07-23;hombre;Marketing;147523;2017-01-28;NULL;NULL;Hibrido;39;Amandy_La_Mar@consulting.com
00-9782513;Kerianne;Bault;1992-07-21;mujer;Business Development;144361;2003-07-08;NULL;NULL;Remoto;31;Kerianne_Ba_Bus@consulting.com
00-9792606;Kalle;Minchindon;1983-08-21;hombre;Accounting;77167;2002-06-30;NULL;NULL;Hibrido;40;Kalle_Mi_Acc@consulting.com
00-9837994;Adam;Tremoille;1991-06-16;hombre;Human Resources;141864;2007-08-20;NULL;NULL;Remoto;32;Adam_Tr_Hum@consulting.com
00-9880182;Fan;Lockley;1998-07-27;hombre;Support;97907;2012-06-24;NULL;NULL;Hibrido;25;Fan_Lo_Sup@consulting.com
00-9896573;Shae;Avramow;1967-09-18;mujer;Human Resources;156913;2006-05-18;NULL;NULL;Remoto;56;Shae_Av_Hum@consulting.com
01-0027092;Jock;Aarons;1988-12-23;mujer;Engineering;173688;2002-08-11;NULL;NULL;Remoto;35;Jock_Aa_Eng@consulting.com
01-0036386;Dion;Sundin;1971-09-04;mujer;Human Resources;142629;2005-10-08;NULL;NULL;Remoto;52;Dion_Su_Hum@consulting.com
01-0038079;Tierney;Oldknow;1969-10-24;mujer;Support;168965;2004-05-18;NULL;NULL;Remoto;54;Tierney_Ol_Sup@consulting.com
01-0074905;Robinson;Le Moucheux;1982-06-10;mujer;Human Resources;118739;2015-03-28;2019-02-01;NULL;Hibrido;41;Robinson_Le_Hum@consulting.com
01-0116125;Upton;Bowater;1972-05-10;mujer;Accounting;75007;2013-01-17;NULL;NULL;Hibrido;51;Upton_Bo_Acc@consulting.com
01-0169206;Whitney;Garred;1985-10-10;mujer;Business Development;167035;2017-06-02;NULL;NULL;Hibrido;38;Whitney_Ga_Bus@consulting.com
01-0204393;Josephine;Marriot;2002-03-30;mujer;Engineering;147302;2011-03-19;NULL;NULL;Remoto;21;Josephine_Ma_Eng@consulting.com
01-0280611;Larine;Dreakin;1983-07-08;hombre;Engineering;155052;2003-01-18;NULL;NULL;Hibrido;40;Larine_Dr_Eng@consulting.com
01-0348994;Wainwright;Osban;1987-05-14;hombre;Sales;102713;2001-11-14;NULL;NULL;Remoto;36;Wainwright_Os_Sal@consulting.com
01-0364885;Orella;Brim;2000-04-21;hombre;Human Resources;93546;2019-11-25;NULL;NULL;Hibrido;23;Orella_Br_Hum@consulting.com
01-0373372;Aldus;Sturr;1976-08-11;hombre;Services;184237;2020-03-08;NULL;NULL;Hibrido;47;Aldus_St_Ser@consulting.com
01-0381181;Merv;Weiss;1982-09-08;mujer;Accounting;161942;2003-08-29;2019-08-08;NULL;Hibrido;41;Merv_We_Acc@consulting.com
01-0417194;Nissy;Reskelly;1967-03-02;hombre;Support;93740;2017-01-13;2019-11-19;NULL;Hibrido;56;Nissy_Re_Sup@consulting.com
01-0502994;Jaynell;Hunnybun;1971-05-02;mujer;Product Management;171244;2004-02-10;NULL;NULL;Remoto;52;Jaynell_Hu_Pro@consulting.com
01-0506260;Ives;Phette;1988-11-17;hombre;Human Resources;129518;2015-09-18;NULL;NULL;Hibrido;35;Ives_Ph_Hum@consulting.com
01-0551724;Moina;Gabby;1993-11-22;hombre;Support;119318;2016-12-03;NULL;NULL;Remoto;30;Moina_Ga_Sup@consulting.com
01-0586118;Barry;Bryns;2000-01-24;mujer;Engineering;138901;2012-02-22;NULL;NULL;Hibrido;24;Barry_Br_Eng@consulting.com
01-0600294;Susanna;Bushell;1998-05-26;hombre;Product Management;69282;2015-08-14;2016-12-12;NULL;Hibrido;25;Susanna_Bu_Pro@consulting.com
01-0641203;Forrester;Dadge;1976-09-16;mujer;Engineering;131492;2013-09-20;NULL;NULL;Hibrido;47;Forrester_Da_Eng@consulting.com
01-0645501;Shanon;Fonzone;2001-04-29;hombre;Human Resources;173104;2005-01-24;NULL;NULL;Hibrido;22;Shanon_Fo_Hum@consulting.com
01-0663336;Elisabet;Allchorne;1979-09-04;hombre;Sales;145410;2002-04-13;NULL;NULL;Hibrido;44;Elisabet_Al_Sal@consulting.com
01-0692047;Yorgo;Pywell;1981-10-05;hombre;Accounting;156459;2002-09-13;NULL;NULL;Remoto;42;Yorgo_Py_Acc@consulting.com
01-0708619;Calvin;Tudor;1985-12-19;mujer;Services;105777;2013-05-24;NULL;NULL;Hibrido;38;Calvin_Tu_Ser@consulting.com
01-0770833;Louise;Spottiswoode;1993-02-22;hombre;Sales;146168;2019-05-14;2028-02-11;NULL;Remoto;31;Louise_Sp_Sal@consulting.com
01-0807331;Gene;Renals;1968-03-29;mujer;Legal;141951;2016-11-30;2031-02-23;NULL;Remoto;55;Gene_Re_Leg@consulting.com
01-0892737;Noni;Stuttard;1985-01-26;hombre;Engineering;93995;2006-12-10;NULL;NULL;Hibrido;39;Noni_St_Eng@consulting.com
01-0896141;Richmound;Aust;1993-05-20;hombre;Support;122377;2011-07-12;2030-06-01;NULL;Remoto;30;Richmound_Au_Sup@consulting.com
01-0957306;Thelma;Nanson;1972-08-31;hombre;Services;171064;2012-11-18;NULL;NULL;Hibrido;51;Thelma_Na_Ser@consulting.com
01-1097895;Sayer;Balcock;1992-04-08;mujer;Sales;69554;2002-08-02;NULL;NULL;Remoto;31;Sayer_Ba_Sal@consulting.com
01-1147276;Philis;Bayne;1986-01-02;hombre;Human Resources;84712;2014-09-14;NULL;NULL;Remoto;38;Philis_Ba_Hum@consulting.com
01-1215079;Maribelle;Shankster;1996-08-02;hombre;Human Resources;138654;2012-10-10;2025-01-15;NULL;Remoto;27;Maribelle_Sh_Hum@consulting.com
01-1228565;Otho;Lernihan;1968-04-24;hombre;Support;80863;2000-11-06;NULL;NULL;Hibrido;55;Otho_Le_Sup@consulting.com
01-1253052;Dena;Kob;1985-12-15;hombre;Accounting;141659;2002-10-09;NULL;NULL;Hibrido;38;Dena_Ko_Acc@consulting.com
01-1268137;Loreen;Bewicke;1981-01-24;mujer;Engineering;108910;2009-10-03;2017-07-19;NULL;Remoto;43;Loreen_Be_Eng@consulting.com
01-1280118;Tannie;Dillamore;2000-10-03;mujer;Sales;163542;2002-08-27;NULL;NULL;Remoto;23;Tannie_Di_Sal@consulting.com
01-1409605;Cayla;Hubbis;1975-05-25;mujer;Product Management;101503;2015-11-19;NULL;NULL;Hibrido;48;Cayla_Hu_Pro@consulting.com
01-1414652;Cleavland;Dodridge;1974-08-11;hombre;Engineering;94617;2011-02-08;NULL;NULL;Hibrido;49;Cleavland_Do_Eng@consulting.com
01-1504920;Leyla;Stiell;1995-01-29;mujer;Training;179568;2010-01-10;NULL;NULL;Remoto;29;Leyla_St_Tra@consulting.com
01-1531866;Brier;Mansel;1991-11-04;hombre;Business Development;94099;2004-01-02;NULL;NULL;Remoto;32;Brier_Ma_Bus@consulting.com
01-1552788;Manon;Sive;1989-11-12;hombre;Engineering;133399;2018-04-15;NULL;NULL;Hibrido;34;Manon_Si_Eng@consulting.com
01-1627226;Clementine;Chatain;1970-07-13;hombre;Research and Development;114016;2018-03-31;NULL;NULL;Remoto;53;Clementine_Ch_Res@consulting.com
01-1660610;Xenos;Vallerine;1972-09-03;mujer;Training;156861;2006-06-03;2007-07-15;NULL;Remoto;51;Xenos_Va_Tra@consulting.com
01-1732321;Roddy;Dimanche;1971-09-28;mujer;Engineering;109548;2018-07-29;NULL;NULL;Hibrido;52;Roddy_Di_Eng@consulting.com
01-1734242;Munmro;Keirl;1994-07-21;mujer;Services;106276;2016-06-13;2036-05-28;NULL;Hibrido;29;Munmro_Ke_Ser@consulting.com
01-1808657;Wallie;Kemet;1977-02-27;mujer;Accounting;71623;2009-01-12;NULL;NULL;Hibrido;47;Wallie_Ke_Acc@consulting.com
01-1814975;Nell;Mepsted;1984-06-07;hombre;Services;174117;2008-09-27;NULL;NULL;Hibrido;39;Nell_Me_Ser@consulting.com
01-1836101;Montague;Snooks;2001-08-16;hombre;Services;96615;2003-08-20;NULL;NULL;Remoto;22;Montague_Sn_Ser@consulting.com
01-1941908;Sue;Zelake;1988-12-30;mujer;Human Resources;112844;2018-05-02;NULL;NULL;Hibrido;35;Sue_Ze_Hum@consulting.com
01-1960711;Allegra;Drury;1990-01-02;hombre;Human Resources;107129;2005-01-29;NULL;NULL;Hibrido;34;Allegra_Dr_Hum@consulting.com
01-1978400;Janie;Schiefersten;1992-08-19;mujer;Human Resources;180553;2006-02-18;NULL;NULL;Remoto;31;Janie_Sc_Hum@consulting.com
01-2020198;Piper;Murcutt;1997-02-28;hombre;Services;81291;2013-04-19;NULL;NULL;Remoto;27;Piper_Mu_Ser@consulting.com
01-2088180;Noemi;Veljes;1971-01-15;mujer;Sales;97116;2018-04-19;NULL;NULL;Remoto;53;Noemi_Ve_Sal@consulting.com
01-2097413;Hugues;Balog;1975-12-19;hombre;Engineering;133393;2004-07-07;2010-04-08;NULL;Hibrido;48;Hugues_Ba_Eng@consulting.com
01-2132667;Ginnifer;Worssam;1990-08-23;hombre;Engineering;68321;2010-04-08;NULL;NULL;Remoto;33;Ginnifer_Wo_Eng@consulting.com
01-2171203;Darelle;Beall;1987-02-28;mujer;Engineering;102355;2005-12-06;NULL;NULL;Hibrido;37;Darelle_Be_Eng@consulting.com
01-2267883;Gamaliel;Cowsby;1975-05-03;hombre;Engineering;84350;2005-07-31;NULL;NULL;Hibrido;48;Gamaliel_Co_Eng@consulting.com
01-2313150;Bee;Daymond;1994-03-21;hombre;Accounting;114767;2006-11-10;NULL;NULL;Remoto;29;Bee_Da_Acc@consulting.com
01-2328373;Ced;Grutchfield;1980-05-10;hombre;Business Development;69598;2019-03-01;NULL;NULL;Hibrido;43;Ced_Gr_Bus@consulting.com
01-2355796;Aila;Seares;1974-10-15;mujer;Human Resources;113025;2020-01-18;NULL;NULL;Remoto;49;Aila_Se_Hum@consulting.com
01-2363709;Yorker;Tritton;1999-05-19;hombre;Engineering;176068;2000-11-10;NULL;NULL;Hibrido;24;Yorker_Tr_Eng@consulting.com
01-2387075;Rubi;Simmins;1974-04-02;mujer;Services;136654;2019-09-28;NULL;NULL;Remoto;49;Rubi_Si_Ser@consulting.com
01-2451586;Timi;Cunnah;1994-11-08;mujer;Business Development;114797;2003-04-19;NULL;NULL;Hibrido;29;Timi_Cu_Bus@consulting.com
01-2465977;Hube;Simmig;1981-08-20;hombre;Product Management;150927;2009-02-16;NULL;NULL;Remoto;42;Hube_Si_Pro@consulting.com
01-2470877;Nixie;Very;1970-11-19;hombre;Training;137289;2015-04-11;2029-05-09;NULL;Remoto;53;Nixie_Ve_Tra@consulting.com
01-2488429;Shelagh;Gilfether;1996-09-15;hombre;Marketing;122158;2001-01-25;NULL;NULL;Hibrido;27;Shelagh_Gi_Mar@consulting.com
01-2541527;Augustina;Bradnam;1984-01-10;hombre;Legal;163331;2008-10-24;NULL;NULL;Remoto;40;Augustina_Br_Leg@consulting.com
01-2612988;Avigdor;Date;1999-04-30;mujer;Human Resources;120702;2007-01-05;NULL;NULL;Remoto;24;Avigdor_Da_Hum@consulting.com
01-2630437;Shellysheldon;Wilks;2001-10-02;mujer;Business Development;173005;2018-06-17;NULL;NULL;Hibrido;22;Shellysheldon_Wi_Bus@consulting.com
01-2645802;Samaria;Chalcot;1969-09-24;mujer;Human Resources;138784;2011-07-31;NULL;NULL;Remoto;54;Samaria_Ch_Hum@consulting.com
01-2689848;Editha;Shimmings;1968-03-17;hombre;Engineering;128212;2008-10-13;NULL;NULL;Hibrido;55;Editha_Sh_Eng@consulting.com
01-2788678;Kaylil;Horning;1986-05-28;mujer;Marketing;121218;2002-09-27;NULL;NULL;Hibrido;37;Kaylil_Ho_Mar@consulting.com
01-2879659;Forrester;Dowden;1967-03-14;hombre;Engineering;154281;2004-10-16;NULL;NULL;Hibrido;56;Forrester_Do_Eng@consulting.com
01-2937041;Hussein;Barff;1997-09-25;hombre;Accounting;76381;2010-09-16;NULL;NULL;Hibrido;26;Hussein_Ba_Acc@consulting.com
01-2960698;Anallise;Ingraham;1967-07-12;hombre;Engineering;119826;2010-02-14;NULL;NULL;Hibrido;56;Anallise_In_Eng@consulting.com
01-3002835;Imojean;Cleaton;1970-03-20;hombre;Business Development;178445;2002-08-03;NULL;NULL;Remoto;53;Imojean_Cl_Bus@consulting.com
01-3016077;Manny;Cleft;1965-11-01;hombre;Engineering;106997;2003-09-30;NULL;NULL;Remoto;58;Manny_Cl_Eng@consulting.com
01-3018825;Franzen;Londors;1967-12-03;mujer;Sales;126494;2003-12-15;2010-12-03;NULL;Remoto;56;Franzen_Lo_Sal@consulting.com
01-3159066;Delaney;Padell;1972-12-04;hombre;Accounting;161277;2015-08-17;NULL;NULL;Hibrido;51;Delaney_Pa_Acc@consulting.com
01-3233687;Quinlan;Rayson;1966-09-11;hombre;Human Resources;78456;2013-11-08;NULL;NULL;Remoto;57;Quinlan_Ra_Hum@consulting.com
01-3364844;Lyda;Greaterex;1980-02-17;hombre;Human Resources;176676;2001-02-13;NULL;NULL;Hibrido;44;Lyda_Gr_Hum@consulting.com
01-3541845;Gusella;Tavner;1994-04-14;hombre;Research and Development;126058;2012-03-13;NULL;NULL;Remoto;29;Gusella_Ta_Res@consulting.com
01-3665845;Abagael;Wildin;1971-12-27;mujer;Sales;128750;2003-08-17;NULL;2022-08-29;Hibrido;52;Abagael_Wi_Sal@consulting.com
01-3741902;Riki;Purrier;1979-11-23;hombre;Business Development;96966;2019-07-19;NULL;NULL;Hibrido;44;Riki_Pu_Bus@consulting.com
01-3752254;Bryn;Lomb;1995-11-14;hombre;Accounting;149590;2004-03-29;2025-04-23;NULL;Remoto;28;Bryn_Lo_Acc@consulting.com
01-3753257;Kizzee;Horick;1995-01-04;mujer;Services;161612;2016-05-31;NULL;NULL;Hibrido;29;Kizzee_Ho_Ser@consulting.com
01-3784389;Fenelia;Ducham;1966-03-31;hombre;Services;115046;2016-08-31;NULL;NULL;Hibrido;57;Fenelia_Du_Ser@consulting.com
01-3900995;Gerome;Lambird;1992-06-02;hombre;Training;71888;2019-06-28;NULL;NULL;Hibrido;31;Gerome_La_Tra@consulting.com
01-3904693;Vanda;Wildber;1988-01-26;mujer;Engineering;154982;2014-01-17;NULL;NULL;Remoto;36;Vanda_Wi_Eng@consulting.com
01-3920526;Jeffry;Morando;1998-03-02;mujer;Accounting;92721;2012-05-29;NULL;NULL;Remoto;25;Jeffry_Mo_Acc@consulting.com
01-3950822;Jaquenetta;Otham;2001-02-15;hombre;Accounting;158086;2003-03-04;2012-05-12;NULL;Remoto;23;Jaquenetta_Ot_Acc@consulting.com
01-3970659;Ericka;Donwell;1981-12-17;mujer;Engineering;175201;2004-01-17;NULL;NULL;Remoto;42;Ericka_Do_Eng@consulting.com
01-3999156;Sam;Boyett;1990-04-12;hombre;Services;163031;2005-05-26;2017-02-12;NULL;Hibrido;33;Sam_Bo_Ser@consulting.com
01-4138486;Lynea;Handman;1980-08-17;hombre;Engineering;90614;2008-06-03;NULL;NULL;Remoto;43;Lynea_Ha_Eng@consulting.com
01-4149921;Katya;Rannald;2000-03-01;hombre;Business Development;129267;2003-05-19;NULL;NULL;Remoto;23;Katya_Ra_Bus@consulting.com
01-4227090;Ethelind;Bransdon;1988-02-28;mujer;Accounting;81383;2002-07-04;NULL;NULL;Hibrido;36;Ethelind_Br_Acc@consulting.com
01-4228010;Gertruda;Prudham;1967-06-20;hombre;Business Development;141543;2020-06-17;NULL;NULL;Hibrido;56;Gertruda_Pr_Bus@consulting.com
01-4236217;Melissa;Chazotte;1998-12-22;hombre;Human Resources;144553;2010-04-01;2015-01-12;NULL;Remoto;25;Melissa_Ch_Hum@consulting.com
01-4276406;Nari;McGarrell;1980-02-18;mujer;Engineering;174984;2002-02-12;NULL;NULL;Hibrido;44;Nari_Mc_Eng@consulting.com
01-4278390;Godfrey;Mourge;1972-09-22;mujer;Engineering;103488;2014-08-07;NULL;NULL;Remoto;51;Godfrey_Mo_Eng@consulting.com
01-4278780;Ysabel;Evetts;1975-02-03;hombre;Accounting;84817;2015-06-09;NULL;NULL;Remoto;49;Ysabel_Ev_Acc@consulting.com
01-4279334;Marya;Gabbotts;1986-02-23;hombre;Research and Development;177373;2001-03-02;2019-07-24;NULL;Hibrido;38;Marya_Ga_Res@consulting.com
01-4289996;Luca;Caslett;1971-08-07;mujer;Services;75455;2010-01-03;NULL;NULL;Hibrido;52;Luca_Ca_Ser@consulting.com
01-4335725;Godfrey;Rathe;1966-06-21;hombre;Engineering;139387;2004-02-25;NULL;NULL;Remoto;57;Godfrey_Ra_Eng@consulting.com
01-4338312;Ricki;Lowde;1981-11-16;mujer;Business Development;81628;2000-11-21;NULL;NULL;Remoto;42;Ricki_Lo_Bus@consulting.com
01-4377551;Valaree;Jones;1979-10-22;mujer;Services;175476;2007-03-05;NULL;NULL;Remoto;44;Valaree_Jo_Ser@consulting.com
01-4425713;Jocelyn;Gothrup;1989-10-04;hombre;Human Resources;128750;2005-06-26;NULL;NULL;Hibrido;34;Jocelyn_Go_Hum@consulting.com
01-4458473;Mabelle;Lamping;2000-08-18;hombre;Accounting;137771;2014-08-19;NULL;NULL;Hibrido;23;Mabelle_La_Acc@consulting.com
01-4497883;Brew;Borrott;1992-02-07;hombre;Product Management;150533;2008-06-05;NULL;NULL;Hibrido;32;Brew_Bo_Pro@consulting.com
01-4570713;Dalila;Stobbs;1977-11-08;hombre;Engineering;81417;2018-08-29;NULL;NULL;Remoto;46;Dalila_St_Eng@consulting.com
01-4613458;Harmonia;McGoon;1992-12-28;hombre;Engineering;149426;2009-10-06;2016-04-05;NULL;Hibrido;31;Harmonia_Mc_Eng@consulting.com
01-4620408;Linzy;Geeves;1981-09-21;hombre;Engineering;141586;2008-07-24;2020-01-21;NULL;Remoto;42;Linzy_Ge_Eng@consulting.com
01-4624711;Nanon;Boycott;1988-09-10;mujer;Accounting;99613;2007-07-25;NULL;NULL;Hibrido;35;Nanon_Bo_Acc@consulting.com
01-4659570;Ernest;Hitzschke;1969-10-20;hombre;Engineering;164810;2008-12-14;NULL;NULL;Remoto;54;Ernest_Hi_Eng@consulting.com
01-4684900;Lalo;O'Hannay;1996-07-08;hombre;Engineering;113589;2008-09-16;NULL;NULL;Hibrido;27;Lalo_O'_Eng@consulting.com
01-4807422;Brina;Gabbetis;1997-11-29;mujer;Business Development;88835;2005-05-07;2017-12-10;NULL;Hibrido;26;Brina_Ga_Bus@consulting.com
01-4810979;Rosamond;Casetti;1980-09-18;mujer;Training;139428;2001-10-09;NULL;NULL;Remoto;43;Rosamond_Ca_Tra@consulting.com
01-4857076;Goddart;Bramford;1979-05-26;hombre;Accounting;132301;2019-04-12;NULL;NULL;Remoto;44;Goddart_Br_Acc@consulting.com
01-4886962;Phaedra;Kolczynski;1991-02-02;mujer;Training;114461;2012-11-02;NULL;NULL;Remoto;33;Phaedra_Ko_Tra@consulting.com
01-4913209;Alexina;Cumesky;1987-12-03;hombre;Engineering;88313;2014-07-06;2028-10-21;NULL;Remoto;36;Alexina_Cu_Eng@consulting.com
01-4928191;Duane;Hegley;1973-03-22;hombre;Training;167322;2018-04-03;NULL;NULL;Hibrido;50;Duane_He_Tra@consulting.com
01-4984757;Gwynne;Elesander;1978-12-20;hombre;Engineering;87646;2002-07-09;2007-11-28;NULL;Remoto;45;Gwynne_El_Eng@consulting.com
01-5000513;Cherye;Braycotton;2001-11-03;mujer;Engineering;71565;2012-08-08;NULL;NULL;Hibrido;22;Cherye_Br_Eng@consulting.com
01-5051565;Merrielle;Scottesmoor;1987-04-20;hombre;Engineering;77951;2009-08-07;2030-03-17;NULL;Remoto;36;Merrielle_Sc_Eng@consulting.com
01-5086800;Abbey;Ethridge;1990-07-26;mujer;Sales;72702;2016-09-10;NULL;NULL;Remoto;33;Abbey_Et_Sal@consulting.com
01-5132160;Ruprecht;Leander;1967-07-11;mujer;Business Development;149604;2007-03-20;NULL;NULL;Hibrido;56;Ruprecht_Le_Bus@consulting.com
01-5140944;Clarence;Izakovitz;2000-01-10;hombre;Business Development;140943;2012-04-05;NULL;NULL;Hibrido;24;Clarence_Iz_Bus@consulting.com
01-5188629;Shirline;Sprake;1969-02-15;hombre;Product Management;95946;2016-03-02;2023-04-08;NULL;Remoto;55;Shirline_Sp_Pro@consulting.com
01-5194896;Gay;Maasz;1969-09-29;mujer;Engineering;66030;2010-08-25;2026-09-21;NULL;Remoto;54;Gay_Ma_Eng@consulting.com
01-5197804;Kellen;Huffy;1991-09-11;mujer;Services;76297;2015-01-21;NULL;NULL;Remoto;32;Kellen_Hu_Ser@consulting.com
01-5212721;Winnifred;Bartel;1973-08-15;hombre;Engineering;182660;2001-08-11;NULL;NULL;Hibrido;50;Winnifred_Ba_Eng@consulting.com
01-5310504;Kile;Zannolli;1982-06-07;mujer;Human Resources;178933;2013-04-02;2028-07-17;NULL;Remoto;41;Kile_Za_Hum@consulting.com
01-5332751;Wallie;Trumper;1970-01-17;mujer;Accounting;78299;2011-08-22;NULL;NULL;Hibrido;54;Wallie_Tr_Acc@consulting.com
01-5377792;Udall;Beastall;1972-03-10;mujer;Engineering;148130;2001-09-27;NULL;NULL;Remoto;51;Udall_Be_Eng@consulting.com
01-5414755;Aksel;Sainte Paul;1982-05-03;mujer;Accounting;173862;2013-06-02;NULL;NULL;Hibrido;41;Aksel_Sa_Acc@consulting.com
01-5439970;Ian;Hens;1988-07-22;mujer;Engineering;119267;2002-11-04;NULL;NULL;Hibrido;35;Ian_He_Eng@consulting.com
01-5511863;Ogden;McGeraghty;1975-06-15;mujer;Product Management;77512;2002-02-11;NULL;NULL;Hibrido;48;Ogden_Mc_Pro@consulting.com
